,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category
12395,1.58,Premium,D,SI2,59.6,59.0,10934,7.67,7.61,4.55,4,7,3,"(1.06, 1.92]"
12396,0.41,Very Good,D,SI2,63.1,54.0,818,4.75,4.72,2.99,3,7,3,"(0.196, 1.06]"
12397,1.51,Premium,H,VS2,62.9,59.0,11268,7.31,7.25,4.58,4,3,5,"(1.06, 1.92]"
12398,1.19,Ideal,F,VS2,62.0,57.0,8265,6.76,6.78,4.2,5,5,5,"(1.06, 1.92]"
12399,1.7,Ideal,I,SI1,62.9,57.0,9901,7.57,7.5,4.74,5,2,2,"(1.06, 1.92]"
12400,1.52,Premium,H,VVS2,62.8,57.0,12232,7.38,7.27,4.6,4,3,7,"(1.06, 1.92]"
12401,1.2,Ideal,F,VS2,61.2,53.0,8588,6.88,6.85,4.2,5,5,5,"(1.06, 1.92]"
12402,0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68,5,6,5,"(0.196, 1.06]"
12403,0.3,Very Good,H,VVS1,63.0,56.0,684,4.24,4.27,2.68,3,3,6,"(0.196, 1.06]"
12404,0.38,Ideal,I,VVS2,62.6,54.0,766,4.62,4.65,2.9,5,2,7,"(0.196, 1.06]"
12405,0.9,Premium,G,VS2,62.8,60.0,4052,6.14,6.08,3.84,4,4,5,"(0.196, 1.06]"
12406,1.05,Ideal,H,SI1,62.0,56.0,4223,6.53,6.46,4.03,5,3,2,"(0.196, 1.06]"
12407,1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2,3,5,7,"(1.06, 1.92]"
12408,1.01,Ideal,H,SI1,62.6,55.0,4836,6.43,6.39,4.01,5,3,2,"(0.196, 1.06]"
12409,0.92,Premium,J,VS2,60.9,62.0,3091,6.31,6.26,3.83,4,1,5,"(0.196, 1.06]"
12410,0.32,Ideal,I,VS2,61.6,56.0,449,4.37,4.39,2.7,5,2,5,"(0.196, 1.06]"
12411,0.52,Very Good,G,VS1,62.3,58.0,1629,5.14,5.17,3.21,3,4,4,"(0.196, 1.06]"
12412,0.73,Ideal,J,SI1,62.0,55.0,2184,5.75,5.86,3.6,5,1,2,"(0.196, 1.06]"
12413,1.01,Very Good,G,VS2,62.9,54.0,6773,6.35,6.4,4.0,3,4,5,"(0.196, 1.06]"
12414,0.84,Very Good,G,VVS2,60.4,55.0,4259,6.07,6.12,3.68,3,4,7,"(0.196, 1.06]"
12415,1.02,Ideal,E,SI2,63.0,57.0,4478,6.44,6.39,4.04,5,6,3,"(0.196, 1.06]"
12416,0.23,Very Good,F,VS1,63.2,58.0,483,3.89,3.86,2.45,3,5,4,"(0.196, 1.06]"
12417,0.75,Ideal,G,SI1,62.2,57.0,2456,5.8,5.84,3.62,5,4,2,"(0.196, 1.06]"
12418,0.41,Ideal,F,VS2,62.1,56.0,863,4.74,4.79,2.96,5,5,5,"(0.196, 1.06]"
12419,0.7,Very Good,J,VS2,63.3,58.0,2044,5.61,5.63,3.56,3,1,5,"(0.196, 1.06]"
12420,0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19,4,5,5,"(0.196, 1.06]"
12421,0.51,Very Good,G,VS2,62.9,58.0,1438,5.05,5.12,3.2,3,4,5,"(0.196, 1.06]"
12422,0.72,Ideal,E,SI1,61.0,56.0,2951,5.84,5.79,3.55,5,6,2,"(0.196, 1.06]"
12423,0.52,Very Good,E,VVS2,61.2,58.0,2254,5.17,5.19,3.17,3,6,7,"(0.196, 1.06]"
12424,1.01,Premium,J,SI2,58.3,62.0,2683,6.49,6.43,3.77,4,1,3,"(0.196, 1.06]"
12425,1.0,Very Good,H,VS2,60.7,60.0,4978,6.55,6.49,3.96,3,3,5,"(0.196, 1.06]"
12426,1.01,Premium,E,VS2,60.8,58.0,4706,6.43,6.4,3.9,4,6,5,"(0.196, 1.06]"
12427,1.14,Ideal,F,VS2,61.4,56.0,8017,6.73,6.78,4.14,5,5,5,"(1.06, 1.92]"
12428,0.61,Premium,D,SI1,62.3,58.0,1976,5.45,5.4,3.38,4,7,2,"(0.196, 1.06]"
12429,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,4,6,5,"(0.196, 1.06]"
12430,0.53,Ideal,E,VS2,60.7,57.0,1743,5.27,5.3,3.2,5,6,5,"(0.196, 1.06]"
12431,0.39,Ideal,E,VS2,60.8,57.0,875,4.73,4.75,2.88,5,6,5,"(0.196, 1.06]"
12432,0.33,Ideal,H,SI2,61.4,55.0,433,4.47,4.49,2.75,5,3,3,"(0.196, 1.06]"
12433,0.9,Very Good,F,VS2,64.2,59.0,4268,6.07,6.11,3.91,3,5,5,"(0.196, 1.06]"
12434,0.71,Very Good,D,VS1,62.0,61.0,3420,5.71,5.74,3.55,3,7,4,"(0.196, 1.06]"
12435,0.34,Premium,G,VS2,61.6,60.0,596,4.47,4.49,2.76,4,4,5,"(0.196, 1.06]"
12436,0.54,Ideal,I,SI1,62.4,55.0,1170,5.19,5.23,3.25,5,2,2,"(0.196, 1.06]"
12437,0.74,Very Good,H,VS1,61.4,56.0,2956,5.81,5.84,3.57,3,3,4,"(0.196, 1.06]"
12438,1.07,Ideal,H,VS2,61.8,56.0,5108,6.52,6.55,4.04,5,3,5,"(1.06, 1.92]"
12439,2.17,Ideal,I,SI1,60.7,57.0,17747,8.38,8.42,5.1,5,2,2,"(1.92, 2.78]"
12440,0.31,Ideal,E,VVS1,61.5,56.0,1105,4.34,4.37,2.68,5,6,6,"(0.196, 1.06]"
12441,0.43,Ideal,H,IF,61.9,55.0,1151,4.87,4.89,3.02,5,3,8,"(0.196, 1.06]"
12442,0.31,Ideal,G,VS1,62.7,57.0,542,4.31,4.34,2.71,5,4,4,"(0.196, 1.06]"
12443,2.53,Premium,H,SI1,62.1,59.0,18254,8.83,8.73,5.45,4,3,2,"(1.92, 2.78]"
12444,1.01,Very Good,E,VS1,60.9,55.0,7094,6.48,6.58,3.98,3,6,4,"(0.196, 1.06]"
12445,0.7,Ideal,J,SI1,62.1,54.0,1815,5.72,5.74,3.56,5,1,2,"(0.196, 1.06]"
12446,1.03,Very Good,D,SI2,62.8,56.0,4679,6.43,6.46,4.05,3,7,3,"(0.196, 1.06]"
12447,0.34,Ideal,G,SI1,61.2,57.0,650,4.56,4.53,2.78,5,4,2,"(0.196, 1.06]"
12448,0.31,Ideal,E,VS2,61.8,56.0,622,4.35,4.37,2.69,5,6,5,"(0.196, 1.06]"
12449,0.41,Premium,G,SI1,62.5,57.0,923,4.72,4.69,2.94,4,4,2,"(0.196, 1.06]"
12450,0.32,Ideal,D,VS2,62.2,55.0,972,4.41,4.37,2.73,5,7,5,"(0.196, 1.06]"
12451,0.5,Ideal,E,VS2,61.5,55.0,1554,5.11,5.16,3.16,5,6,5,"(0.196, 1.06]"
12452,0.58,Premium,J,VS2,59.5,62.0,1233,5.44,5.41,3.23,4,1,5,"(0.196, 1.06]"
12453,0.38,Ideal,E,VVS1,62.3,56.0,1154,4.64,4.67,2.9,5,6,6,"(0.196, 1.06]"
12454,0.33,Good,E,SI1,63.1,56.0,540,4.42,4.45,2.8,2,6,2,"(0.196, 1.06]"
12455,0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,3,6,5,"(0.196, 1.06]"
12456,0.32,Ideal,E,VS2,62.3,54.0,900,4.4,4.37,2.73,5,6,5,"(0.196, 1.06]"
12457,0.9,Good,H,SI1,63.8,56.0,2732,6.07,6.02,3.86,2,3,2,"(0.196, 1.06]"
12458,0.32,Very Good,G,SI2,62.4,59.0,421,4.35,4.4,2.73,3,4,3,"(0.196, 1.06]"
12459,1.01,Ideal,E,SI2,62.4,56.0,4808,6.43,6.39,4.0,5,6,3,"(0.196, 1.06]"
12460,1.51,Good,I,SI1,62.5,57.0,8242,7.25,7.32,4.55,2,2,2,"(1.06, 1.92]"
12461,0.83,Ideal,F,SI1,62.0,55.0,3774,6.03,6.07,3.75,5,5,2,"(0.196, 1.06]"
12462,0.61,Ideal,H,VS1,60.8,56.0,2053,5.51,5.47,3.34,5,3,4,"(0.196, 1.06]"
12463,2.52,Very Good,G,SI2,63.2,58.0,17689,8.65,8.61,5.45,3,4,3,"(1.92, 2.78]"
12464,0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53,5,6,2,"(0.196, 1.06]"
12465,1.51,Ideal,G,VS2,61.8,54.0,14482,7.42,7.38,4.57,5,4,5,"(1.06, 1.92]"
12466,1.04,Ideal,G,VS1,61.5,55.0,6831,6.54,6.55,4.02,5,4,4,"(0.196, 1.06]"
12467,0.6,Good,G,SI1,65.3,56.0,1350,5.21,5.26,3.42,2,4,2,"(0.196, 1.06]"
12468,0.8,Very Good,G,VVS2,62.5,56.0,4002,5.95,5.98,3.73,3,4,7,"(0.196, 1.06]"
12469,0.44,Ideal,E,VVS2,61.9,56.0,1274,4.88,4.91,3.03,5,6,7,"(0.196, 1.06]"
12470,0.56,Ideal,D,VS2,61.1,56.0,1963,5.3,5.33,3.25,5,7,5,"(0.196, 1.06]"
12471,1.51,Very Good,H,VS2,62.8,58.0,10225,7.21,7.28,4.55,3,3,5,"(1.06, 1.92]"
12472,0.59,Very Good,D,VS2,63.2,57.0,1948,5.28,5.32,3.35,3,7,5,"(0.196, 1.06]"
12473,0.33,Very Good,I,VS1,63.2,57.0,668,4.4,4.37,2.77,3,2,4,"(0.196, 1.06]"
12474,1.0,Premium,F,SI2,58.2,59.0,4480,6.51,6.49,3.78,4,5,3,"(0.196, 1.06]"
12475,1.04,Ideal,G,VVS1,62.2,55.0,8637,6.48,6.51,4.04,5,4,6,"(0.196, 1.06]"
12476,1.21,Ideal,G,VS2,61.9,55.0,7996,6.9,6.84,4.25,5,4,5,"(1.06, 1.92]"
12477,0.51,Ideal,H,VS1,62.6,57.0,1438,5.09,5.13,3.2,5,3,4,"(0.196, 1.06]"
12478,0.7,Ideal,G,VS2,62.7,54.0,2723,5.66,5.7,3.56,5,4,5,"(0.196, 1.06]"
12479,0.7,Good,F,I1,63.9,60.0,1040,5.65,5.52,3.58,2,5,1,"(0.196, 1.06]"
12480,1.01,Good,E,SI1,63.1,60.0,4912,6.34,6.37,4.01,2,6,2,"(0.196, 1.06]"
12481,0.46,Ideal,E,VS2,62.1,57.0,1251,4.93,4.89,3.05,5,6,5,"(0.196, 1.06]"
12482,0.7,Very Good,I,VS2,61.8,59.0,2200,5.67,5.73,3.52,3,2,5,"(0.196, 1.06]"
12483,0.58,Ideal,G,VS2,61.9,56.0,1636,5.34,5.38,3.32,5,4,5,"(0.196, 1.06]"
12484,1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42,5,4,4,"(1.06, 1.92]"
12485,1.02,Ideal,I,VS2,61.5,57.0,4662,6.49,6.45,3.98,5,2,5,"(0.196, 1.06]"
12486,0.38,Ideal,G,VVS2,60.7,57.0,873,4.7,4.73,2.86,5,4,7,"(0.196, 1.06]"
12487,0.56,Ideal,G,VVS2,61.6,55.0,2066,5.32,5.35,3.28,5,4,7,"(0.196, 1.06]"
12488,0.4,Very Good,H,SI1,62.8,59.0,666,4.67,4.69,2.94,3,3,2,"(0.196, 1.06]"
12489,0.31,Premium,D,VVS1,61.2,59.0,1075,4.38,4.35,2.67,4,7,6,"(0.196, 1.06]"
12490,0.58,Ideal,G,SI1,61.4,55.8,1442,5.34,5.38,3.29,5,4,2,"(0.196, 1.06]"
12491,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82,4,4,4,"(0.196, 1.06]"
12492,1.01,Ideal,G,VS1,62.9,57.0,6176,6.43,6.39,4.03,5,4,4,"(0.196, 1.06]"
12493,2.6,Fair,G,SI2,64.6,57.0,17027,8.6,8.55,5.54,1,4,3,"(1.92, 2.78]"
12494,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5,3,6,2,"(0.196, 1.06]"
12495,1.09,Ideal,D,SI2,62.1,56.0,5258,6.59,6.56,4.08,5,7,3,"(1.06, 1.92]"
12496,2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97,3,2,3,"(1.92, 2.78]"
12497,1.04,Premium,H,SI1,61.6,58.0,5154,6.53,6.48,4.01,4,3,2,"(0.196, 1.06]"
12498,2.27,Premium,I,SI2,62.5,59.0,14937,8.45,8.39,5.26,4,2,3,"(1.92, 2.78]"
12499,0.71,Very Good,J,SI1,63.5,58.0,1917,5.63,5.67,3.59,3,1,2,"(0.196, 1.06]"
12500,0.4,Premium,H,VS1,62.6,58.0,1035,4.73,4.66,2.94,4,3,4,"(0.196, 1.06]"
12501,1.51,Good,J,VS1,63.5,60.0,7848,7.23,7.29,4.61,2,1,4,"(1.06, 1.92]"
12502,1.06,Very Good,G,SI1,63.4,58.0,5163,6.44,6.47,4.09,3,4,2,"(0.196, 1.06]"
12503,0.51,Ideal,F,VS2,62.8,57.0,1619,5.1,5.06,3.19,5,5,5,"(0.196, 1.06]"
12504,1.12,Premium,G,SI1,59.5,62.0,5181,6.81,6.76,4.04,4,4,2,"(1.06, 1.92]"
12505,0.55,Good,E,VS2,59.8,61.0,1695,5.29,5.32,3.17,2,6,5,"(0.196, 1.06]"
12506,2.12,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09,4,2,5,"(1.92, 2.78]"
12507,0.62,Very Good,E,SI2,63.4,56.0,1426,5.4,5.45,3.44,3,6,3,"(0.196, 1.06]"
12508,0.3,Very Good,E,VVS2,62.4,57.0,743,4.26,4.27,2.66,3,6,7,"(0.196, 1.06]"
12509,1.19,Ideal,D,SI2,60.4,55.0,5504,6.91,6.89,4.17,5,7,3,"(1.06, 1.92]"
12510,0.7,Ideal,G,VS2,61.6,56.0,3451,5.7,5.73,3.52,5,4,5,"(0.196, 1.06]"
12511,1.0,Ideal,G,VS1,62.2,56.0,6349,6.35,6.41,3.97,5,4,4,"(0.196, 1.06]"
12512,0.57,Premium,F,VS2,60.4,60.0,1760,5.36,5.31,3.22,4,5,5,"(0.196, 1.06]"
12513,1.5,Good,G,VS2,58.8,64.0,11508,7.43,7.4,4.36,2,4,5,"(1.06, 1.92]"
12514,1.74,Premium,H,SI2,59.9,59.0,10874,7.88,7.8,4.7,4,3,3,"(1.06, 1.92]"
12515,0.71,Ideal,H,VS2,61.4,57.0,2522,5.71,5.75,3.52,5,3,5,"(0.196, 1.06]"
12516,1.18,Very Good,G,VS2,62.7,54.7,8411,6.74,6.77,4.23,3,4,5,"(1.06, 1.92]"
12517,0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87,5,7,5,"(0.196, 1.06]"
12518,2.02,Ideal,G,VS2,62.0,57.0,18700,8.1,8.05,5.01,5,4,5,"(1.92, 2.78]"
12519,2.3,Ideal,I,SI1,62.2,60.0,17193,8.43,8.39,5.23,5,2,2,"(1.92, 2.78]"
12520,1.31,Ideal,G,VS2,61.9,56.0,8922,7.05,7.08,4.37,5,4,5,"(1.06, 1.92]"
12521,0.31,Ideal,H,VVS2,61.2,56.0,596,4.34,4.37,2.66,5,3,7,"(0.196, 1.06]"
12522,1.0,Premium,H,VVS1,62.3,60.0,6132,6.36,6.28,3.94,4,3,6,"(0.196, 1.06]"
12523,0.3,Premium,H,VS2,62.3,58.0,608,4.33,4.31,2.69,4,3,5,"(0.196, 1.06]"
12524,0.53,Premium,I,VS1,62.3,58.0,1383,5.26,5.18,3.25,4,2,4,"(0.196, 1.06]"
12525,1.01,Good,F,VVS2,63.6,60.0,7059,6.36,6.31,4.03,2,5,7,"(0.196, 1.06]"
12526,0.71,Ideal,H,IF,61.1,56.0,3290,5.74,5.78,3.52,5,3,8,"(0.196, 1.06]"
12527,1.01,Premium,E,SI2,60.6,58.0,4044,6.47,6.53,3.94,4,6,3,"(0.196, 1.06]"
12528,0.35,Ideal,G,SI2,61.2,56.0,517,4.56,4.59,2.8,5,4,3,"(0.196, 1.06]"
12529,0.42,Ideal,G,VS1,61.8,57.0,921,4.79,4.82,2.97,5,4,4,"(0.196, 1.06]"
12530,1.0,Fair,H,SI2,63.7,54.0,3164,6.42,6.27,4.06,1,3,3,"(0.196, 1.06]"
12531,1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04,2,4,6,"(0.196, 1.06]"
12532,1.52,Premium,J,VS1,62.4,59.0,8110,7.31,7.36,4.58,4,1,4,"(1.06, 1.92]"
12533,1.02,Premium,H,SI2,60.9,58.0,4113,6.53,6.41,3.94,4,3,3,"(0.196, 1.06]"
12534,1.51,Very Good,I,VVS1,62.0,58.0,11512,7.27,7.31,4.52,3,2,6,"(1.06, 1.92]"
12535,2.12,Premium,E,SI2,58.3,59.0,18120,8.48,8.41,4.92,4,6,3,"(1.92, 2.78]"
12536,0.54,Premium,H,VS2,61.6,58.0,1389,5.24,5.22,3.22,4,3,5,"(0.196, 1.06]"
12537,0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71,5,5,6,"(0.196, 1.06]"
12538,0.72,Very Good,I,VS2,61.6,59.0,2359,5.71,5.75,3.53,3,2,5,"(0.196, 1.06]"
12539,0.55,Ideal,H,VS1,61.9,55.0,1588,5.25,5.28,3.26,5,3,4,"(0.196, 1.06]"
12540,1.17,Premium,G,VS1,62.4,56.0,7564,6.81,6.75,4.23,4,4,4,"(1.06, 1.92]"
12541,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58,3,4,5,"(1.06, 1.92]"
12542,0.51,Ideal,E,VS2,61.7,53.0,1590,5.18,5.2,3.2,5,6,5,"(0.196, 1.06]"
12543,1.06,Ideal,H,SI2,60.4,57.0,3799,6.64,6.58,3.99,5,3,3,"(0.196, 1.06]"
12544,0.7,Premium,I,VVS1,61.2,59.0,2513,5.65,5.69,3.47,4,2,6,"(0.196, 1.06]"
12545,1.06,Ideal,G,VVS2,61.0,57.0,7900,6.55,6.57,4.0,5,4,7,"(0.196, 1.06]"
12546,0.4,Premium,H,SI1,62.7,58.0,666,4.65,4.69,2.93,4,3,2,"(0.196, 1.06]"
12547,0.33,Premium,D,VVS1,61.8,58.0,1129,4.4,4.43,2.73,4,7,6,"(0.196, 1.06]"
12548,1.02,Fair,F,VVS1,64.6,59.0,7960,6.31,6.26,4.06,1,5,6,"(0.196, 1.06]"
12549,0.7,Very Good,E,VVS1,61.9,58.0,4114,5.6,5.67,3.49,3,6,6,"(0.196, 1.06]"
12550,2.32,Premium,J,VS2,62.4,57.0,17053,8.48,8.4,5.27,4,1,5,"(1.92, 2.78]"
12551,1.54,Ideal,I,SI2,61.4,55.0,5994,7.52,7.43,4.59,5,2,3,"(1.06, 1.92]"
12552,0.32,Ideal,G,IF,61.5,55.0,918,4.43,4.45,2.73,5,4,8,"(0.196, 1.06]"
12553,1.15,Premium,I,SI1,62.5,60.0,4939,6.72,6.68,4.19,4,2,2,"(1.06, 1.92]"
12554,0.3,Premium,H,IF,60.4,60.0,789,4.3,4.34,2.61,4,3,8,"(0.196, 1.06]"
12555,1.5,Ideal,D,VS2,62.0,57.0,15788,7.34,7.37,4.56,5,7,5,"(1.06, 1.92]"
12556,0.31,Ideal,D,IF,61.1,56.0,1310,4.42,4.39,2.69,5,7,8,"(0.196, 1.06]"
12557,0.35,Premium,D,SI1,60.2,57.0,827,4.61,4.56,2.76,4,7,2,"(0.196, 1.06]"
12558,0.73,Very Good,F,SI1,61.4,56.0,2879,5.81,5.86,3.58,3,5,2,"(0.196, 1.06]"
12559,0.7,Very Good,H,SI1,59.2,59.0,2018,5.79,5.86,3.45,3,3,2,"(0.196, 1.06]"
12560,1.02,Ideal,I,VS2,60.8,57.0,4281,6.42,6.5,3.93,5,2,5,"(0.196, 1.06]"
12561,0.43,Ideal,E,VS2,62.0,57.0,1048,4.85,4.82,3.0,5,6,5,"(0.196, 1.06]"
12562,0.73,Premium,F,SI1,60.6,59.0,2190,5.81,5.77,3.51,4,5,2,"(0.196, 1.06]"
12563,0.32,Very Good,E,SI1,62.2,58.0,561,4.36,4.39,2.72,3,6,2,"(0.196, 1.06]"
12564,0.7,Ideal,J,VS2,62.6,57.0,1874,5.64,5.67,3.54,5,1,5,"(0.196, 1.06]"
12565,1.57,Premium,H,VVS2,62.1,56.0,12098,7.47,7.43,4.63,4,3,7,"(1.06, 1.92]"
12566,0.23,Ideal,F,VS1,61.9,56.0,493,3.94,3.96,2.44,5,5,4,"(0.196, 1.06]"
12567,0.53,Premium,D,SI1,61.0,58.0,1631,5.18,5.22,3.17,4,7,2,"(0.196, 1.06]"
12568,0.36,Good,I,SI1,63.1,57.0,486,4.51,4.55,2.86,2,2,2,"(0.196, 1.06]"
12569,0.25,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53,3,6,7,"(0.196, 1.06]"
12570,0.33,Very Good,F,VVS1,63.3,57.0,980,4.44,4.38,2.79,3,5,6,"(0.196, 1.06]"
12571,0.32,Very Good,E,SI1,63.3,56.0,720,4.35,4.34,2.75,3,6,2,"(0.196, 1.06]"
12572,0.3,Ideal,G,VS1,62.3,56.0,776,4.32,4.29,2.68,5,4,4,"(0.196, 1.06]"
12573,0.32,Premium,F,SI1,60.7,62.0,638,4.43,4.4,2.68,4,5,2,"(0.196, 1.06]"
12574,0.37,Ideal,J,SI1,61.4,57.0,469,4.62,4.66,2.85,5,1,2,"(0.196, 1.06]"
12575,0.26,Ideal,E,VVS2,61.3,57.0,733,4.12,4.15,2.53,5,6,7,"(0.196, 1.06]"
12576,1.37,Premium,J,VS1,60.0,62.0,5370,7.24,7.21,4.33,4,1,4,"(1.06, 1.92]"
12577,0.41,Premium,J,VS1,62.1,58.0,830,4.79,4.75,2.96,4,1,4,"(0.196, 1.06]"
12578,0.32,Ideal,D,VVS1,62.6,57.0,917,4.34,4.41,2.74,5,7,6,"(0.196, 1.06]"
12579,0.43,Very Good,E,SI1,63.2,57.0,948,4.84,4.78,3.04,3,6,2,"(0.196, 1.06]"
12580,0.35,Good,F,SI1,63.1,56.0,583,4.46,4.51,2.83,2,5,2,"(0.196, 1.06]"
12581,0.23,Very Good,F,VVS2,61.5,56.0,583,3.95,4.0,2.44,3,5,7,"(0.196, 1.06]"
12582,0.9,Ideal,E,SI1,61.7,57.0,4940,6.21,6.24,3.84,5,6,2,"(0.196, 1.06]"
12583,0.7,Ideal,E,SI1,61.9,55.0,2537,5.74,5.77,3.56,5,6,2,"(0.196, 1.06]"
12584,0.32,Premium,E,VVS1,60.8,58.0,1020,4.41,4.38,2.67,4,6,6,"(0.196, 1.06]"
12585,1.01,Very Good,G,VVS2,59.7,59.0,7226,6.5,6.56,3.9,3,4,7,"(0.196, 1.06]"
12586,0.7,Good,E,VS1,59.4,61.0,3063,5.79,5.83,3.45,2,6,4,"(0.196, 1.06]"
12587,0.26,Very Good,E,VVS1,62.9,58.0,599,4.06,4.08,2.56,3,6,6,"(0.196, 1.06]"
12588,2.1,Very Good,J,SI2,62.0,62.0,12196,8.17,8.23,5.08,3,1,3,"(1.92, 2.78]"
12589,0.44,Premium,G,VVS2,60.9,57.0,1155,4.93,4.89,2.99,4,4,7,"(0.196, 1.06]"
12590,1.51,Fair,H,SI2,66.9,57.0,5919,7.13,7.09,4.75,1,3,3,"(1.06, 1.92]"
12591,0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62,3,3,6,"(0.196, 1.06]"
12592,0.27,Ideal,D,VVS1,61.7,57.0,586,4.16,4.2,2.58,5,7,6,"(0.196, 1.06]"
12593,1.51,Premium,F,VS2,61.9,60.0,12202,7.29,7.25,4.5,4,5,5,"(1.06, 1.92]"
12594,0.76,Premium,I,VVS1,58.8,59.0,2790,6.0,5.94,3.51,4,2,6,"(0.196, 1.06]"
12595,1.23,Very Good,H,VS2,60.6,59.0,6459,6.89,6.94,4.19,3,3,5,"(1.06, 1.92]"
12596,2.25,Premium,I,SI1,60.1,60.0,18034,8.55,8.51,5.13,4,2,2,"(1.92, 2.78]"
12597,0.38,Premium,G,VVS1,61.3,57.0,1064,4.68,4.62,2.85,4,4,6,"(0.196, 1.06]"
12598,0.33,Premium,H,VS1,60.2,62.0,743,4.47,4.44,2.68,4,3,4,"(0.196, 1.06]"
12599,0.44,Ideal,G,SI1,61.7,55.0,1032,4.88,4.91,3.02,5,4,2,"(0.196, 1.06]"
12600,2.51,Premium,H,SI2,60.6,61.0,14543,8.88,8.68,5.29,4,3,3,"(1.92, 2.78]"
12601,0.68,Premium,D,SI1,59.8,59.0,1909,5.72,5.66,3.4,4,7,2,"(0.196, 1.06]"
12602,1.88,Good,J,SI2,57.9,59.0,8048,8.16,8.11,4.71,2,1,3,"(1.06, 1.92]"
12603,0.52,Very Good,H,VS2,61.4,55.0,1389,5.19,5.24,3.2,3,3,5,"(0.196, 1.06]"
12604,0.51,Premium,D,SI1,60.1,60.0,1569,5.14,5.18,3.1,4,7,2,"(0.196, 1.06]"
12605,1.07,Very Good,E,IF,58.6,63.0,11475,6.7,6.79,3.95,3,6,8,"(1.06, 1.92]"
12606,1.58,Ideal,E,SI1,61.0,57.0,13557,7.55,7.5,4.59,5,6,2,"(1.06, 1.92]"
12607,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98,3,6,2,"(0.196, 1.06]"
12608,1.74,Premium,D,SI2,61.9,58.0,12052,7.73,7.67,4.77,4,7,3,"(1.06, 1.92]"
12609,1.26,Ideal,H,VS1,61.0,57.0,8959,6.97,7.03,4.27,5,3,4,"(1.06, 1.92]"
12610,1.09,Premium,I,SI1,62.0,58.0,4090,6.6,6.56,4.08,4,2,2,"(1.06, 1.92]"
12611,0.36,Ideal,H,IF,61.3,57.0,1163,4.59,4.61,2.82,5,3,8,"(0.196, 1.06]"
12612,0.71,Premium,E,VS2,62.6,58.0,2982,5.72,5.68,3.57,4,6,5,"(0.196, 1.06]"
12613,1.2,Good,I,SI1,64.4,61.0,5458,6.52,6.59,4.22,2,2,2,"(1.06, 1.92]"
12614,0.56,Premium,G,VS1,61.2,60.0,1915,5.3,5.26,3.23,4,4,4,"(0.196, 1.06]"
12615,1.01,Ideal,F,SI2,60.0,57.0,4796,6.55,6.51,3.92,5,5,3,"(0.196, 1.06]"
12616,0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72,5,5,5,"(0.196, 1.06]"
12617,1.51,Very Good,D,SI2,63.3,58.0,10362,7.25,7.28,4.6,3,7,3,"(1.06, 1.92]"
12618,0.42,Very Good,G,VVS2,60.4,59.0,1031,4.78,4.82,2.9,3,4,7,"(0.196, 1.06]"
12619,1.7,Premium,F,SI2,60.1,58.0,11322,7.74,7.67,4.63,4,5,3,"(1.06, 1.92]"
12620,1.07,Ideal,G,VS2,61.9,55.0,7275,6.55,6.57,4.06,5,4,5,"(1.06, 1.92]"
12621,0.56,Premium,D,VS2,61.5,58.0,1910,5.28,5.33,3.26,4,7,5,"(0.196, 1.06]"
12622,0.5,Premium,G,VS1,60.3,60.0,1629,5.1,5.08,3.07,4,4,4,"(0.196, 1.06]"
12623,0.71,Very Good,J,VS2,60.1,61.0,1869,5.77,5.82,3.48,3,1,5,"(0.196, 1.06]"
12624,0.7,Very Good,G,SI1,62.8,56.0,2304,5.64,5.66,3.55,3,4,2,"(0.196, 1.06]"
12625,0.5,Ideal,G,VS1,62.0,55.0,1624,5.05,5.11,3.15,5,4,4,"(0.196, 1.06]"
12626,0.5,Very Good,F,VS2,62.8,56.0,1436,5.05,5.07,3.18,3,5,5,"(0.196, 1.06]"
12627,0.25,Good,E,VVS1,61.3,61.0,575,4.04,4.08,2.49,2,6,6,"(0.196, 1.06]"
12628,0.32,Fair,D,VVS1,62.4,61.0,875,4.38,4.44,2.75,1,7,6,"(0.196, 1.06]"
